id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30072014,hard surface flooring throughout with area rugs.,18119701,Eunjung,,Nordstrand,59.89555,10.80251,Entire home/apt,674,1,0,,,1,169
30076252,En liten perle nederst på Grefsen.,73024912,Lars Adrian,,Nordre Aker,59.94274,10.78442,Entire home/apt,510,2,3,2019-02-10,1.06,1,15
30076278,Loft Apartement in downtown Oslo,226007639,Morten,,Gamle Oslo,59.90989,10.76534,Entire home/apt,717,1,4,2019-01-02,1.41,1,0
30079854,TOP FLOOR - AMAZING VIEW!! - 2-Bedroom Apartment,98022652,Akers Have,,Gamle Oslo,59.91657,10.76341,Entire home/apt,2946,30,0,,,5,320
30081162,Charming apartment in quiet neighborhood,34531243,Emilie,,Sagene,59.93609,10.77238,Entire home/apt,501,3,1,2019-01-02,0.64,1,4
30082965,WOW-Best Location Central Oslo Top FL.Private Room,74318681,Tjuvholmen,,Frogner,59.90735,10.72227,Private room,199,1,10,2019-02-11,4.35,5,357
30084100,WOW--Best Location Central Oslo Top FL.PrivateRoom,74318681,Tjuvholmen,,Frogner,59.90712,10.72207,Private room,199,1,17,2019-02-13,10.85,5,302
30101737,"Charming apartment at Grünerløkka, Oslo",116524405,Mie Marie,,Grünerløkka,59.92479,10.7583,Entire home/apt,898,2,4,2019-01-01,1.54,1,53
30102843,Shared new apartment Oslo city center w/ balcony,17766950,Rafael,,Gamle Oslo,59.91712,10.78833,Private room,596,2,0,,,1,83
30114374,"Central Oslo, Charming tree house flat with garden",56873422,Elisabeth,,Gamle Oslo,59.91392,10.79244,Entire home/apt,933,5,1,2018-12-22,0.52,1,0
30114837,"A warm and modern apartment, close to the center",226282757,Pia Marie,,Grünerløkka,59.93252,10.78272,Entire home/apt,553,3,4,2019-01-02,1.69,1,0
30117799,Fresh 3-room apartment in popular area,33916325,Simen,,St. Hanshaugen,59.93191,10.73176,Entire home/apt,898,6,1,2019-01-01,0.63,1,32
30119937,Cosy apartment located one minute from Oslo S,73028939,Lasse,,Sentrum,59.90924,10.74103,Entire home/apt,1598,1,5,2019-01-27,1.76,1,0
30120794,Moderne og sentral leilighet på Skøyen,120838648,Simen,,Ullern,59.92026,10.68097,Entire home/apt,1097,1,0,,,1,0
30121227,"Frogner, studio",226302783,Elise,,Frogner,59.91789,10.71132,Entire home/apt,501,2,2,2018-12-23,1.03,1,90
30121906,"Stylish apartm, private bath Holmen, near T-bane.",28361170,Hege,,Vestre Aker,59.94722,10.66315,Private room,233,2,4,2019-02-10,1.79,1,0
30124786,Cozy Ullevål,91690103,Angelika,,St. Hanshaugen,59.93799,10.73128,Entire home/apt,596,1,2,2019-01-01,0.94,2,180
30125903,Sentralt og sjarmerende på Majorstua,226365700,Heidi,,Frogner,59.92748,10.71878,Entire home/apt,1503,2,0,,,1,90
30126419,"5min: central station, top shopping, eating & bars",15781181,Carl Martin,,St. Hanshaugen,59.91821,10.75227,Entire home/apt,752,2,3,2019-01-21,1.23,1,0
30146931,Private room in central apartment (Bislett),25258341,Kristiane,,St. Hanshaugen,59.92802,10.73224,Private room,501,1,1,2018-12-20,0.50,1,121
30146943,Private room in a spacious flat in Grünerløkka,120641980,Andreas,,Grünerløkka,59.92023,10.75685,Private room,346,2,10,2019-01-01,3.45,1,0
30150961,Room for rent. Close to centrum.,10857800,Bjørnar,,Gamle Oslo,59.90763,10.78332,Private room,397,1,1,2019-01-22,1,1,1
30151504,2 bedroom apartment in one of Oslos best areas.,226537239,Dane,,Frogner,59.929,10.72267,Entire home/apt,700,2,8,2019-02-03,3.53,1,34
30151666,"Modern, bright apartment in green neighbourhood",15551837,Julie Marie,,Alna,59.91242,10.8225,Entire home/apt,648,3,1,2018-12-11,0.43,1,78
30152904,Cozy Aker Brygge,91690103,Angelika,,Frogner,59.9125,10.72044,Entire home/apt,1503,1,3,2018-12-24,1.38,2,205
30153142,Nice loft apartment 400 m from Aker Brygge,11306047,Helge,,Frogner,59.91179,10.72186,Entire home/apt,1149,3,4,2019-01-11,1.90,1,87
30166654,"Two room apartment, Tøyen, Oslo",226634105,Christian,,Gamle Oslo,59.90986,10.77883,Entire home/apt,484,6,1,2018-12-09,0.42,1,0
30170931,"Modern, newly renovated apartment in central Oslo",150005157,Stine Maria,,St. Hanshaugen,59.9305,10.73528,Entire home/apt,1201,1,1,2018-11-26,0.36,1,0
30171603,Cosy Loft in the middle of Frogner,11156403,Helene,,Frogner,59.91895,10.71771,Entire home/apt,1201,7,0,,,2,83
30172657,Fantastisk studio på Tøyen,205841908,Hero,,Gamle Oslo,59.91157,10.77732,Entire home/apt,501,1,4,2019-02-03,2.14,1,72
30174745,Trosterud three room appartement,38601075,Magnus,,Alna,59.92585,10.86081,Entire home/apt,501,4,1,2018-12-24,0.54,1,32
30178126,Charming and beautiful appartement,49029650,Helene,,Grünerløkka,59.92242,10.78683,Private room,397,1,1,2018-12-14,0.45,6,0
30189831,Grünerløkka (Near city center),88010776,Kristian,,Grünerløkka,59.92859,10.76835,Entire home/apt,467,30,1,2019-01-07,0.71,1,345
30195215,Nice Oslo-apartment,7127685,Lise Røsto,,Grünerløkka,59.92233,10.79345,Entire home/apt,700,2,5,2019-01-28,1.92,1,51
30201281,Koselig liten leilighet i Oslo,91091804,Waqas,,Bjerke,59.94318,10.85177,Entire home/apt,700,2,0,,,1,88
30204300,2-room Apartment for Rent,226867161,Makka,,St. Hanshaugen,59.92376,10.73778,Entire home/apt,752,1,1,2018-12-09,0.42,1,106
30217885,"Beautiful, spacious apartment in the heart of Oslo",22845853,Stine,,Gamle Oslo,59.91345,10.7647,Entire home/apt,1201,21,0,,,1,46
30221991,Toroms leilighet sentralt på Galgeberg,33147654,Kari,,Gamle Oslo,59.9078,10.78052,Entire home/apt,492,2,8,2019-02-12,2.82,1,33
30227147,Hjemmekoselig og strøken leilighet midt i Oslo,8785518,Aleksander,,St. Hanshaugen,59.92411,10.73954,Entire home/apt,1797,2,0,,,2,364
30232118,Spacious & Retro❤️Local Scandinavian Design Apt ⭐️,4885230,Magne,,Grünerløkka,59.92436,10.75635,Entire home/apt,596,2,4,2019-01-26,2.50,1,0
30246540,Small house- 15min by subway to Oslo centre.,81412295,Pernilla,,Nordre Aker,59.95307,10.76827,Entire home/apt,1702,2,0,,,1,0
30249724,Your space in downtown Oslo,1204498,Dorothy,,St. Hanshaugen,59.91832,10.75122,Entire home/apt,898,2,2,2019-01-01,1.18,1,95
30261691,Era's Central Apartment,227251134,Eila,,Grünerløkka,59.92622,10.77206,Entire home/apt,596,10,1,2019-01-28,1,1,67
30268107,Peaceful bedroom in a picturesque part of Oslo,227324164,Sylwia,,Nordre Aker,59.9566,10.78623,Private room,242,2,4,2019-01-07,1.76,1,0
30268607,St.hanshaugen-panorama,74659220,Baard,,St. Hanshaugen,59.92507,10.74358,Entire home/apt,596,2,5,2019-01-14,2.24,1,104
30280458,50 sqm spacious appartement in central oslo,3678398,Josefine,,Gamle Oslo,59.91371,10.77159,Entire home/apt,1201,1,7,2019-02-08,2.69,1,24
30282374,Modern and central apt in urban Grünerløkka,101646999,Olgica,,Grünerløkka,59.92788,10.75333,Entire home/apt,890,3,3,2019-01-27,1.14,1,49
30284623,"Lovely flat in Grunerløkka, the heart of Oslo",177976008,Carita,,Grünerløkka,59.92595,10.77119,Entire home/apt,847,2,0,,,1,3
30291662,Cozy bedroom (private bathroom) at embassy area,169558795,Evie,,Frogner,59.91812,10.72074,Private room,596,2,7,2019-01-21,3.09,1,88
30292000,Weird apartment with nice ppl. Whos also weird:),127526693,Jon,,Gamle Oslo,59.91301,10.78648,Private room,397,1,0,,,1,0
30302031,"Exclusive design house, quiet, close to everything",21212070,Anton Lorenz,,Ullern,59.92256,10.69062,Entire home/apt,3257,2,0,,,1,48
30309718,Studio 2203,7952236,Mitchell,,St. Hanshaugen,59.92367,10.74618,Entire home/apt,484,1,5,2019-01-01,1.92,1,255
30314292,"Cozy appartment close to cafés, bus and parks",1454885,Appartment In Oslo,,Sagene,59.93405,10.77497,Entire home/apt,890,1,0,,,1,0
30317792,2BR Modern SeaSide Apt⚓️Close to Central Station⭐️,35128799,Martha,,Gamle Oslo,59.90388,10.75782,Entire home/apt,821,2,9,2019-02-13,4.66,1,214
30333243,Central and modern apartment with a view (75m²),31291105,Morten,,St. Hanshaugen,59.92579,10.73769,Entire home/apt,898,2,1,2019-02-10,1,1,35
30337620,Cozy 1 bedroom New York style apartment,29758590,Behrang,,Grünerløkka,59.91602,10.76069,Entire home/apt,596,2,3,2019-01-27,1.73,2,54
30341382,1 rom avalable for rent.,151477877,Afsaneh,,Grünerløkka,59.92026,10.77238,Private room,397,1,1,2018-12-19,0.49,1,179
30344153,Cozy apartment close to the city centre,227826040,Henrik,,St. Hanshaugen,59.92693,10.74872,Entire home/apt,467,3,2,2019-02-04,2,1,24
30356099,"4 roms,  med terrasse og lekeplass. Nær sentrum.",109790312,Merethe,,Grünerløkka,59.91981,10.79174,Entire home/apt,752,6,0,,,1,29
30359342,Oslo-15 minutter med metro,227951450,Wenke,,Østensjø,59.89661,10.84474,Entire home/apt,441,7,0,,,1,0
30364468,"Cosy, modern apartment in Oslo",67631165,Klaus,,Sagene,59.93422,10.76361,Entire home/apt,648,5,2,2019-01-18,1.05,10,0
30372946,Hidden Gem in CityCenter⭐️Spacious & Comfortable❤️,228034629,Aase,,Gamle Oslo,59.91464,10.76322,Entire home/apt,803,2,13,2019-02-14,5.65,1,136
30373069,"Cozy apt in Oslo, walking distance to everything.",213367078,Halvor,,Frogner,59.91592,10.71509,Entire home/apt,596,2,8,2019-02-10,2.96,1,130
30373421,BEAUTIFUL AND EKSKLUSIVE APT. IN BEST AREA OF OSLO,21740592,Inger,,Frogner,59.92702,10.71635,Entire home/apt,2497,4,0,,,2,0
30387232,Twin Room with Shared Bathroom,56319617,Centralcity,,Gamle Oslo,59.91463,10.77848,Private room,501,2,4,2019-01-06,1.94,7,73
30387333,Waterfront apartment in the centre of Oslo,15362289,Silje,,Gamle Oslo,59.90151,10.75407,Entire home/apt,890,4,0,,,1,0
30392107,Svært sentral og Koselig leilighet med balkong,228214555,Magnus,,St. Hanshaugen,59.91822,10.74224,Entire home/apt,691,2,8,2019-02-07,3.20,1,3
30392374,Cosy & close to Grünerløkka,24046951,Benedicte,,Grünerløkka,59.9245,10.76787,Entire home/apt,553,1,6,2019-02-08,3.67,1,10
30393104,Villa Elmholtborgen close to Skøyen,22738811,Anne Cecilie,,Ullern,59.92308,10.66754,Entire home/apt,2998,3,0,,,1,124
30395144,Super Central Private Studio,29964985,Ronja,,Frogner,59.92762,10.71407,Entire home/apt,596,3,1,2018-11-30,0.37,1,157
30395560,Modern cosy apartment at  Lindern / St.Hanshaugen,5956464,Kristina,,St. Hanshaugen,59.93441,10.7423,Entire home/apt,1054,5,0,,,2,363
30398825,cozy 1-room apartment - Grunerløkka,33673744,Runar,,Grünerløkka,59.93019,10.76213,Entire home/apt,562,2,0,,,1,89
30399361,1 bedroom apartment at Torshov. Newly renovated,3206224,Ingunn,,Sagene,59.93393,10.76268,Entire home/apt,1002,2,2,2019-01-17,0.86,3,339
30414500,Relax and enjoy the nature and the city pulse.,62359667,Ulf,,Vestre Aker,59.96141,10.63641,Private room,389,1,0,,,1,0
30414504,"City Center, 2BD/2BA, 3 min walk to train station",228364627,Ragnvald And Hilde,,Sentrum,59.91121,10.74724,Entire home/apt,1391,1,4,2019-01-29,2.35,1,268
30416176,Bright studio apartment close to Grünerløkka,228372487,Mats,,Grünerløkka,59.92541,10.77221,Entire home/apt,501,2,8,2019-02-04,3.38,1,4
30418423,Kozy apartment,228391108,Milad,,Nordstrand,59.86305,10.8051,Entire home/apt,501,3,1,2018-12-27,0.57,1,365
30424481,Very nice apartment with perfect location in Oslo,99980032,Helen,,Frogner,59.91243,10.72264,Entire home/apt,898,2,6,2019-02-06,3.40,1,10
30433619,86 sqm 2 bedroom apt -4 stops from the city center,35126660,Jisoo,,Østensjø,59.91143,10.83295,Entire home/apt,864,4,0,,,1,9
30434021,Private room close to city center 德德家,32076189,Shing,,Bjerke,59.94361,10.84993,Private room,199,1,4,2019-02-17,4,1,10
30436939,"Fully equipped Apartment, 50m from the subway.",161464985,Robin,,Vestre Aker,59.94632,10.65421,Entire home/apt,847,2,1,2018-12-21,0.51,1,0
30439136,Modern 2 bedroom apartment in heart of Oslo,25588626,Jonas,,Grünerløkka,59.9234,10.77329,Private room,821,2,1,2018-12-15,0.46,1,90
30454504,"Hygge, 2 bedroom, large apt, in great location",43715891,Tim,,St. Hanshaugen,59.92588,10.74387,Entire home/apt,847,5,2,2019-02-10,1.33,1,20
30464413,Boende Bislett Oslo,40847874,Elin,,St. Hanshaugen,59.92881,10.73292,Private room,492,1,2,2019-01-20,2,2,11
30466711,Three bedroom flat in a secluded and urban area,88022707,Eirik,,Grünerløkka,59.92339,10.76936,Entire home/apt,700,1,5,2019-01-03,2.21,1,0
30468005,Charming room in Oslo’s most idyllic neighbourhood,22203360,Kristin Elizabeth,,Nordre Aker,59.94313,10.73359,Private room,492,2,0,,,3,296
30469638,Spacious room in great Grünerløkka apt,288701,Gjermund,,Grünerløkka,59.92456,10.76235,Private room,449,1,1,2019-01-19,1,2,89
30485125,"There are hardwood floors throughout, but",152914818,경오,,Sentrum,59.91545,10.73662,Entire home/apt,803,1,0,,,1,78
30487163,Nice room spare room in Old town apartment,14924242,Kenya,,Gamle Oslo,59.90688,10.77058,Private room,492,2,0,,,2,17
30489489,Premium individual room in a stylish design flat,23767164,Nicolas,,Frogner,59.9129,10.70606,Private room,354,1,3,2019-01-11,1.25,2,89
30492066,"SEAVIEW, LUXURIUOS, PRIV. BALCONY.CENTRAL OSLO",17257745,Siv Marie,,Gamle Oslo,59.90298,10.75676,Entire home/apt,1097,2,5,2019-02-14,5,2,73
30498128,Ved Carlberner og botanisk hage,89017040,Helen,,Grünerløkka,59.92406,10.77536,Private room,251,8,0,,,1,69
30516652,New beautiful apartment for rent this Christmas,82057504,Linda,,Gamle Oslo,59.9174,10.78595,Entire home/apt,898,3,1,2018-12-30,0.60,2,0
30519409,1-bedroom apartment in the heart of Oslo,79869238,Karianne,,Grünerløkka,59.91714,10.76156,Entire home/apt,898,2,2,2018-12-22,0.94,1,4
30519779,Sjarmerende loft leilighet,228761184,Tiina Maria,,Grünerløkka,59.93044,10.77532,Entire home/apt,501,3,3,2018-12-07,1.20,1,0
30520006,Stor 2-roms leilighet midt i Oslo!,54343332,Nora,,Sagene,59.94249,10.77364,Entire home/apt,898,3,0,,,1,81
30525111,"Room in Cozy , New York style apartment",29758590,Behrang,,Grünerløkka,59.91653,10.75919,Private room,596,1,0,,,2,80
30527080,Wow=Best Location Oslo City Centre. Private Room!,74318681,Tjuvholmen,,Frogner,59.90928,10.724,Private room,302,1,10,2019-02-08,4.35,5,311
30534110,Super central house to Oslo central station (1km),125389130,Sophia,,Grünerløkka,59.91728,10.76062,Private room,242,1,26,2019-02-03,10.83,1,55
30547409,Central apartment close to public transportation,229198708,Kim-Alexander,,Grünerløkka,59.93243,10.77946,Entire home/apt,553,1,4,2019-01-02,2.18,1,2
30555098,Modern apartment - Shopping district,78918397,Sergei,,Frogner,59.92735,10.71558,Entire home/apt,354,1,10,2019-02-14,4.92,1,0
30558111,Sonderland Apartments - Dronning Eufemias gate 53 (Sleeps 9 - 3 BR / 2 BA),128801744,Andrea,,Gamle Oslo,59.90805,10.76044,Entire home/apt,2860,1,3,2019-02-03,1.58,29,297
30563080,Beautiful 100 kvm modern apartment@Torshov.,83672922,Kim-Chi,,Grünerløkka,59.93072,10.76957,Entire home/apt,1097,30,0,,,1,39
30570736,Bright 2 Rooms apartment in Oslo City Center,90806010,Giampaolo,,St. Hanshaugen,59.91844,10.74463,Entire home/apt,449,1,5,2019-02-10,5,1,1
30571985,Flott leilighet i nærheten av alt!,69352469,Robert,,Frogner,59.91275,10.72266,Entire home/apt,985,1,9,2019-02-13,4.22,1,9
30580790,Private dorm near Carlberner P & botanical garden!,112221561,Elias,,Grünerløkka,59.92383,10.77472,Private room,320,30,19,2019-01-31,8.03,2,61
30582126,"Rom i leilighet, sentralt, stille gate, Oslo-vest.",39590527,Inger Synnøve,,Frogner,59.92612,10.72715,Private room,276,2,0,,,1,0
30586929,Nice compact room and a big livingroom at Skøyen,10530973,Håvard Skulstad,,Ullern,59.92763,10.67424,Private room,778,2,0,,,3,179
30592192,Room in a brand new apartment in the heart of Oslo,133194092,Georg Adam,,Grünerløkka,59.91891,10.75226,Private room,752,2,1,2019-01-24,1,1,347
30597994,"Cozy apartment, prime location!!",58085458,Mats,,Frogner,59.9209,10.72886,Entire home/apt,553,2,2,2019-01-15,1.28,3,7
30601749,"Cozy flat, perfect location downtown!",58085458,Mats,,Frogner,59.92036,10.73041,Entire home/apt,847,2,0,,,3,11
30684078,Room in central and cozy apartment,49289806,Ingri,,Gamle Oslo,59.9102,10.76475,Private room,371,1,4,2019-02-10,2.55,1,12
30690533,Peaceful home,229722555,Evelyne,,Søndre Nordstrand,59.82958,10.83739,Entire home/apt,596,7,0,,,1,180
30692185,Charming apartement footsteps from the forrest..,60197253,Anjali,,Søndre Nordstrand,59.85857,10.82022,Entire home/apt,587,3,0,,,1,0
30702229,"Design apartment Grünerløkka - Balcony, 3 bedrooms",50210546,Trine,,Grünerløkka,59.91852,10.75819,Entire home/apt,1598,1,1,2018-12-10,0.43,1,0
30702332,Bright studio with loft near city center,38011880,Solveig,,Gamle Oslo,59.90405,10.77411,Entire home/apt,449,3,3,2019-01-29,1.67,1,6
30703448,Ett urbant liv på Sagene,106007109,Charlotte Elise,,Sagene,59.93884,10.7607,Private room,423,1,3,2019-01-08,1.84,2,0
30704352,"Grønland, short way to city centrum.",229826995,Kim,,Gamle Oslo,59.91609,10.76236,Private room,432,2,5,2019-02-05,2.94,1,21
30705701,"Relax, Wi-Fi,  Sentrum",189020241,Arnas,,Alna,59.9144,10.81328,Shared room,242,1,0,,,1,180
30706875,Studio apartment - Top floor - Old Town of Oslo,87681612,Marius,,Gamle Oslo,59.90703,10.78222,Entire home/apt,950,1,0,,,1,0
30709441,Stylish design crib - A must see,23767164,Nicolas,,Frogner,59.91296,10.7053,Entire home/apt,1253,1,0,,,2,90
30710305,Cosy 2 BR apartment near royal castle w/ fireplace,229872187,Ine,,St. Hanshaugen,59.92625,10.73447,Entire home/apt,1201,2,1,2019-01-04,0.67,1,55
30710950,Cozy loft apartment in trendy Oslo,15384005,Emma,,Sagene,59.93461,10.7701,Entire home/apt,605,4,0,,,2,11
30711127,Warm apartment in the heart of Grünerløkka,54982574,Morten,,Grünerløkka,59.92411,10.75668,Entire home/apt,847,3,5,2019-01-20,2.68,1,1
30711915,stor leilighet på Bislett leies ut i julen !!,229884744,Øyvind,,St. Hanshaugen,59.92358,10.73892,Entire home/apt,795,6,0,,,1,365
30719684,Bright and lush apartment central in Oslo,84027331,Toni Regine,,Gamle Oslo,59.91383,10.76786,Entire home/apt,510,2,5,2019-01-04,2.42,1,0
30732186,Fashionable studio apartment with a park view,230019538,Morten,,St. Hanshaugen,59.92804,10.73051,Entire home/apt,1097,1,1,2019-01-01,0.63,1,0
30732470,Cozy home for happy souls!,21314003,Boa,,Gamle Oslo,59.90323,10.7768,Private room,371,1,6,2019-01-27,2.81,1,87
30736127,Great location downtown Oslo.,223191407,Eivind,,Frogner,59.92627,10.72622,Entire home/apt,700,2,2,2019-01-27,1.67,1,46
30742313,Comfortable room in Vika city Center,111649274,Yuri,,Frogner,59.91329,10.72066,Private room,389,5,0,,,1,0
30752456,"Cozy, Spacious Bedroom in Modern Flat",63064857,Matteo,,Grünerløkka,59.91801,10.76688,Private room,389,3,6,2019-02-11,6,3,55
30753765,Cosy designer apartment in central Oslo,32672025,Arve,,Gamle Oslo,59.90766,10.7863,Entire home/apt,1002,4,2,2019-01-20,1.25,1,9
30760340,"Clean, calm and cozy apartment in Oslo west",11811624,Isabel,,Frogner,59.92,10.72204,Entire home/apt,596,2,7,2019-02-10,3.44,1,5
30761496,"Heart of the city, designer space, artistic & hip",230180470,Kim,,Grünerløkka,59.91813,10.75333,Entire home/apt,898,2,6,2019-02-13,3.21,1,135
30765155,"Cosy flat centrally in Frogner, Oslo",230203853,Tomasz,,Frogner,59.91988,10.71274,Entire home/apt,596,4,1,2019-01-02,0.64,1,0
30765418,Hyggelig leilighet rett ved Ilaparken,230205772,Stine,,Sagene,59.93288,10.75384,Entire home/apt,665,2,1,2019-02-03,1,1,9
30767772,HYGGE in central Oslo apartment!,150977280,Markus,,Sagene,59.94177,10.77784,Entire home/apt,1089,3,0,,,1,64
30771884,Barcode City center apartment!,73545569,Nas,,Gamle Oslo,59.90636,10.76117,Entire home/apt,1097,2,3,2019-02-03,1.96,1,152
30778673,Big and cozy apartment in the heart of Vika,79215210,Aleksander,,Frogner,59.91245,10.71824,Entire home/apt,1002,2,1,2019-02-03,1,1,9
30781890,AMAZING TOP FLOOR APT - FREE PRIVATE PARKING,60627783,Svein,,Grünerløkka,59.9262,10.76607,Entire home/apt,1305,1,0,,,2,29
30782452,Modern apartment in the heart of Oslo,108430649,Urte,,St. Hanshaugen,59.91767,10.74799,Entire home/apt,657,5,1,2019-01-29,1,1,61
30783835,Modern house on the top of Oslo - skiing/slalom,69062216,Linn,,Vestre Aker,59.97914,10.66226,Entire home/apt,2946,3,0,,,1,8
30784496,Room in the apartment: city center,230323666,Are,,Frogner,59.91725,10.71456,Private room,294,1,1,2019-01-11,0.79,2,78
30789324,Charming apartment in Grünerløkka,100193969,Kristian,,Grünerløkka,59.92763,10.75691,Entire home/apt,510,2,2,2019-01-27,1.36,1,0
30791094,"Nice, cosy apt at Grünerløkka/Ila/Sagene in Oslo",129879842,Mohibul,,Sagene,59.93045,10.75212,Entire home/apt,475,2,1,2019-01-04,0.67,1,0
30793534,"Nice and quiet room, close to city center",69920299,Gunn,,Gamle Oslo,59.90792,10.80117,Private room,354,2,2,2019-02-16,2,1,10
30808794,Chill out Oslo Home,230316011,Martin,,Alna,59.92599,10.84569,Entire home/apt,2203,1,0,,,1,0
30809855,Koselig 3-roms leilighet på Frogner,15884477,Catalina,,Frogner,59.9245,10.71192,Entire home/apt,1590,2,0,,,11,336
30818996,"Cozy flat for renting in Oslo, 21 dec - Jan 20",69050806,Simeon Petros,,Østensjø,59.89813,10.83922,Entire home/apt,492,3,1,2019-01-03,0.65,1,0
30837681,Holistic apartment in nice location.,64787820,Daniel,,Frogner,59.92496,10.7122,Private room,354,2,3,2019-01-24,3,1,42
30841697,Sentral leilighet med koselig nærområde,230628784,Elisabeth Henriksen,,Grünerløkka,59.92783,10.79589,Entire home/apt,553,1,5,2019-02-03,3.06,1,0
30844594,Private Bedroom in the heart of Oslo,230635925,Yolanda,,Frogner,59.91837,10.7058,Private room,648,13,0,,,1,71
30848218,"Cozy, Modern Flat Across from Botanical Garden",63064857,Matteo,,Grünerløkka,59.91939,10.76772,Entire home/apt,847,3,3,2019-01-10,1.64,3,1
30854627,"Prime location, high standard, close to everything",3586302,Christopher,,Frogner,59.92804,10.71778,Entire home/apt,752,2,5,2019-02-15,3.41,1,44
30855303,Modern 2BR Apt❤️Newly Renovated w/All You Need ⭐️,230692103,Steffen,,St. Hanshaugen,59.93403,10.72755,Entire home/apt,596,2,5,2019-02-10,3.13,1,68
30874594,"Central modern apartment, next to the Royal Palace",230752833,Seline,,Frogner,59.92153,10.72702,Entire home/apt,898,2,0,,,1,23
30886361,Wonderful apartment in Oslo,173799087,Vegard Fiskaa,,Alna,59.93874,10.92461,Entire home/apt,847,1,0,,,1,0
30898886,"Modern, spacious flat, hip area 10 min from Oslo S",35370840,Maria,,Grünerløkka,59.91746,10.75993,Entire home/apt,803,3,6,2019-02-09,3.46,1,17
30901014,Pilestredet Park 34,26094909,Ingrid,,St. Hanshaugen,59.92089,10.73702,Entire home/apt,847,3,3,2019-01-01,1.67,1,0
30906652,Rom for rent with privat bad,230974172,Kunal,,Gamle Oslo,59.91613,10.78746,Private room,596,7,0,,,1,364
30907311,Koselig leilighet med stor terrasse Majorstuen,172381681,Merete,,Vestre Aker,59.93356,10.70851,Entire home/apt,847,2,4,2019-02-06,4,1,4
30908399,"Brand new spacious apt in a urban, trendy area.",23843790,Farrah,,Gamle Oslo,59.91652,10.78747,Entire home/apt,743,2,3,2019-01-01,1.58,1,2
30919428,Two bedroom apartment behind the palace.,230323666,Are,,Frogner,59.9125,10.72038,Entire home/apt,898,1,5,2019-01-13,2.83,2,0
30932438,Majorstuen/Fagerborg,40258808,Sturla Bentzen,,St. Hanshaugen,59.93392,10.7273,Private room,700,1,0,,,1,363
30942601,"2 bedroom apartment, close to city centre!",113544976,Guro,,Nordre Aker,59.93973,10.78717,Entire home/apt,622,2,4,2019-02-07,2.40,1,60
30953786,Centrally newly renovated stylish apartment,25511536,Vita,,Frogner,59.91662,10.71013,Entire home/apt,1201,3,0,,,1,155
30958251,"Excellent public transportation, newly decorated",24576191,Anette,,Nordre Aker,59.96645,10.76857,Entire home/apt,354,3,3,2019-01-18,1.76,1,23
30959709,Rooftop Frogner/ Briskeby. Elevator & two bathroom,231333981,Niclas,,Frogner,59.91881,10.71505,Entire home/apt,1253,1,3,2019-01-02,1.73,1,0
30960640,maison champfleur,126866822,Jojo,,Frogner,59.90337,10.68813,Entire home/apt,1201,3,0,,,2,89
30960913,apartment champfleur,126866822,Jojo,,Frogner,59.90472,10.68714,Entire home/apt,803,1,2,2019-01-06,1.25,2,45
30970531,"Elegant apartment, St. Hanshaugen",231403448,Nils Henrik,,St. Hanshaugen,59.9272,10.74599,Entire home/apt,1875,5,0,,,1,2
30972842,GRÜNERLØKKA HYBEL MED BALKON,231414903,Richard,,Sagene,59.93071,10.75939,Entire home/apt,700,6,0,,,1,364
30976922,The Old Bakery,95971925,Morten PR,,Grünerløkka,59.92076,10.75504,Entire home/apt,1417,3,2,2019-01-16,1.15,3,266
31008518,Cute place in a park - central,71248416,HM Victoria,,St. Hanshaugen,59.92108,10.74051,Entire home/apt,587,3,2,2019-01-20,1.28,1,130
31037101,Rom på Ensjø,163712146,Malene,,Gamle Oslo,59.91777,10.79054,Private room,501,90,0,,,1,130
31041814,Modern Studio Apartment - Great Location!,9123976,Leon,,St. Hanshaugen,59.92147,10.7368,Entire home/apt,691,1,0,,,1,69
31046191,Room in the apartment with central location,10806901,Maria,,Gamle Oslo,59.91361,10.78037,Private room,501,1,3,2019-02-11,3,1,63
31050442,Apartment for 3 Person,56319617,Centralcity,,Gamle Oslo,59.91436,10.77831,Private room,795,2,1,2019-01-21,1,7,66
31052115,Oslo Sea Views,53168965,Kenan,,Nordstrand,59.88396,10.78835,Private room,898,1,0,,,1,365
31052503,Luksuriøst hus sentralt i Oslo. Privat takterrasse,46378055,Elise,,Vestre Aker,59.95426,10.67408,Entire home/apt,2402,2,0,,,1,96
31052771,Room with Shared Bathroom,56319617,Centralcity,,Gamle Oslo,59.91467,10.77829,Private room,501,2,5,2019-02-03,2.78,7,68
31054342,Beautiful and central  in the heart of St. Haugen.,91490481,Nicolae,,St. Hanshaugen,59.92428,10.73686,Private room,397,3,1,2018-12-28,0.58,1,47
31066026,Cozy room in the Old town towards Ekeberg,174535209,Magdalena Joanna,,Gamle Oslo,59.90243,10.79042,Private room,311,5,0,,,2,47
31079871,Room with Shared Bathroom,56319617,Centralcity,,Gamle Oslo,59.91401,10.77639,Private room,501,2,2,2019-01-31,1.30,7,52
31080040,Room with Shared Bathroom,56319617,Centralcity,,Gamle Oslo,59.91417,10.77799,Private room,501,2,4,2019-01-31,2.40,7,64
