,id,name,price,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,guests_included,availability_365,neighbourhood,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,latitude,longitude,review_scores_value,bed_type,room_type,cancellation_policy,property_type
5584,21907973,Brand new and stylish apartment very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1952.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,3,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92855,10.722610000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
5585,21907978,Brand new and stylish apartment in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,994.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,326,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92864,10.7222,10.0,Real Bed,Entire home/apt,flexible,Apartment
5586,21907981,Brand new and stylish apartment very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1521.0,4,1.0,2.0,4.0,0.0,0.0,1,0.0,3,1125,1,335,Majorstuen,1,100.0,10.0,10.0,10.0,10.0,59.92896,10.722389999999999,10.0,Real Bed,Entire home/apt,flexible,Apartment
5587,21909328,Luxurious and super central 2-bedroom apartment with quick access from the airport.,1443.0,3,1.0,2.0,3.0,0.0,0.0,1,0.0,3,1125,1,321,Sentrum,4,75.0,9.0,7.0,7.0,10.0,59.90951,10.74535,8.0,Real Bed,Entire home/apt,flexible,Apartment
5588,21909332,Luxurious and super central 2-bedroom apartment with quick access from the airport.,1952.0,4,1.0,2.0,4.0,0.0,0.0,1,0.0,3,1125,1,16,Sentrum,8,70.0,8.0,7.0,9.0,9.0,59.90874,10.74348,7.0,Real Bed,Entire home/apt,flexible,Apartment
5589,21909368,"One bedroom apartment in Oslo, Lille Bislett 24",1952.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,2,1125,1,0,St. Hanshaugen,0,100.0,10.0,10.0,10.0,10.0,59.92434,10.73374,10.0,Real Bed,Entire home/apt,flexible,Apartment
5590,21912703,"Centralt boende, Bislett.",484.0,1,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Majorstuen,6,96.0,10.0,10.0,10.0,10.0,59.92313000000001,10.72948,10.0,Real Bed,Private room,flexible,Apartment
5591,21919481,Convenient central quiet 2BR Apt w Balcony,553.0,4,1.0,2.0,2.0,0.0,450.0,1,0.0,3,1125,1,28,Grünerløkka,22,98.0,10.0,9.0,9.0,10.0,59.928000000000004,10.753039999999999,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
5592,21919697,Nice private room in leafy central St. Hanshaugen,233.0,1,1.0,1.0,1.0,0.0,68.0,1,195.0,2,14,1,105,St. Hanshaugen,41,99.0,10.0,10.0,10.0,10.0,59.924780000000005,10.7369,10.0,Real Bed,Private room,moderate,Apartment
5593,21922635,Designer apartment in central Oslo,950.0,2,1.0,1.0,1.0,0.0,320.0,1,0.0,2,14,1,0,Frogner,3,100.0,10.0,10.0,10.0,10.0,59.91225,10.71234,10.0,Real Bed,Entire home/apt,moderate,Apartment
5594,21925811,Great reviews! Central. Parkview.,821.0,3,1.0,1.0,1.0,1200.0,600.0,2,100.0,3,6,2,88,Gamle Oslo,7,100.0,10.0,10.0,10.0,10.0,59.90755,10.78624,10.0,Real Bed,Entire home/apt,moderate,Apartment
5595,21941178,Central yet quiet at Rodeløkka / Grünerløkka,320.0,2,1.0,1.0,1.0,0.0,400.0,1,250.0,7,50,1,0,Grünerløkka,2,100.0,10.0,10.0,10.0,10.0,59.9284,10.76967,10.0,Real Bed,Private room,moderate,Condominium
5596,21941934,Centrally Located Modern Apartment in calm Oslo,371.0,2,1.0,1.0,1.0,0.0,250.0,1,0.0,2,1125,1,0,Gamle Oslo,1,100.0,10.0,10.0,10.0,8.0,59.90241999999999,10.78553,10.0,Real Bed,Entire home/apt,flexible,Apartment
5597,21943232,Top modern apartment with lots of Oslove!,501.0,2,1.0,1.0,1.0,0.0,0.0,1,100.0,2,1125,1,0,Sagene,5,100.0,10.0,10.0,10.0,10.0,59.94433000000001,10.762210000000001,9.0,Real Bed,Entire home/apt,moderate,Apartment
5598,21943449,Apartment in Grunerløkka,1996.0,4,1.0,2.0,2.0,0.0,0.0,1,0.0,1,1125,1,280,Grünerløkka,8,100.0,10.0,10.0,10.0,10.0,59.92021,10.76552,10.0,Real Bed,Entire home/apt,flexible,Apartment
5599,21947465,Charming appartment in central area,803.0,4,1.0,2.0,4.0,0.0,700.0,1,0.0,1,7,1,0,St. Hanshaugen,0,100.0,10.0,10.0,10.0,10.0,59.930040000000005,10.73352,10.0,Real Bed,Entire home/apt,flexible,Apartment
5600,21952301,Sentral leilighet med sovealkove,285.0,2,1.0,0.0,1.0,6000.0,100.0,1,100.0,2,1125,1,0,Sagene,0,100.0,10.0,10.0,10.0,10.0,59.93735,10.77014,10.0,Real Bed,Entire home/apt,moderate,Condominium
5601,21963358,Flott 3-roms med vestvendt utsikt,898.0,3,1.0,2.0,2.0,0.0,0.0,1,0.0,14,30,1,0,Grefsen,0,100.0,10.0,10.0,10.0,10.0,59.94826,10.773,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
5602,21963763,Moderne og sentral leilighet på 87m²,803.0,4,1.0,2.0,3.0,0.0,500.0,4,200.0,7,14,4,0,Grünerløkka,3,100.0,10.0,10.0,10.0,9.0,59.92547,10.77996,10.0,Real Bed,Entire home/apt,flexible,Apartment
5603,21963950,"Cosy, high-quality and close to everything",795.0,4,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,0,Sagene,22,95.0,9.0,10.0,10.0,9.0,59.93151999999999,10.76678,10.0,Real Bed,Entire home/apt,flexible,Apartment
5604,21969817,Superior City Center 1BD/1BA/Balcony,898.0,4,1.0,1.0,2.0,0.0,1000.0,1,0.0,2,1125,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.92126999999999,10.76159,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
5605,21975899,"One bedroom apartment in Oslo, Lille Bislett 16",1952.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,2,1125,1,0,St. Hanshaugen,0,100.0,10.0,10.0,10.0,10.0,59.92329,10.732619999999999,10.0,Real Bed,Entire home/apt,flexible,Apartment
5606,21975920,"One bedroom apartment in Oslo, Lille Bislett 8",1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,0,St. Hanshaugen,0,100.0,10.0,10.0,10.0,10.0,59.92406999999999,10.7327,10.0,Real Bed,Entire home/apt,flexible,Apartment
5607,21976143,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,924.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,20,Majorstuen,1,80.0,8.0,10.0,10.0,10.0,59.9199,10.73368,8.0,Real Bed,Entire home/apt,flexible,Apartment
5608,21976145,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1011.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,2,1125,1,17,Majorstuen,5,92.0,10.0,10.0,10.0,10.0,59.91919,10.73371,8.0,Real Bed,Entire home/apt,flexible,Apartment
5609,21976152,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,950.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,47,Majorstuen,12,73.0,8.0,8.0,9.0,9.0,59.919309999999996,10.7318,8.0,Real Bed,Entire home/apt,flexible,Apartment
5610,21976165,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,976.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,318,Majorstuen,3,100.0,10.0,10.0,10.0,10.0,59.9201,10.73343,10.0,Real Bed,Entire home/apt,flexible,Apartment
5611,21976166,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,976.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,303,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.920669999999994,10.73345,10.0,Real Bed,Entire home/apt,flexible,Apartment
5612,21976169,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,959.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,28,Majorstuen,4,90.0,9.0,10.0,8.0,10.0,59.9205,10.73206,8.0,Real Bed,Entire home/apt,flexible,Apartment
5613,21976177,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,959.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,17,Majorstuen,2,90.0,10.0,10.0,7.0,10.0,59.92041999999999,10.73338,10.0,Real Bed,Entire home/apt,flexible,Apartment
5614,21976186,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1287.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,2,1125,1,333,Majorstuen,4,75.0,9.0,7.0,8.0,10.0,59.91836,10.7326,7.0,Real Bed,Entire home/apt,flexible,Apartment
5615,21976320,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1253.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,2,1125,1,41,Majorstuen,1,100.0,10.0,10.0,10.0,10.0,59.919140000000006,10.732460000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
5616,21976358,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1175.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,328,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92033000000001,10.732489999999999,10.0,Real Bed,Entire home/apt,flexible,Apartment
5617,21976365,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1175.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,335,Majorstuen,2,90.0,9.0,10.0,10.0,10.0,59.91885,10.733789999999999,10.0,Real Bed,Entire home/apt,flexible,Apartment
5618,21976367,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1175.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,329,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.920230000000004,10.73376,10.0,Real Bed,Entire home/apt,flexible,Apartment
5619,21976468,"High quality apartment with high ceiling in a classic beatiful builidng. Central location, close to Aker Bryge. Quick & easy access to the airport.",1952.0,4,1.0,2.0,4.0,0.0,0.0,1,0.0,3,1125,1,0,Frogner,2,80.0,7.0,8.0,7.0,10.0,59.9122,10.72236,8.0,Real Bed,Entire home/apt,flexible,Apartment
5620,21976509,"High quality apartment with high ceiling in a classic beatiful builidng. Central location, close to Aker Bryge. Quick & easy access to the airport.",1201.0,4,1.0,2.0,4.0,0.0,0.0,1,0.0,2,1125,1,31,Frogner,3,73.0,10.0,7.0,7.0,9.0,59.91321,10.722610000000001,9.0,Real Bed,Entire home/apt,flexible,Apartment
5621,21976550,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,1,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92018,10.733310000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
5622,21976556,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1132.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,2,1125,1,28,Majorstuen,2,80.0,10.0,10.0,10.0,10.0,59.92055,10.733239999999999,8.0,Real Bed,Entire home/apt,flexible,Apartment
5623,21976559,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,0,Majorstuen,1,40.0,2.0,10.0,10.0,10.0,59.91899,10.73212,6.0,Real Bed,Entire home/apt,flexible,Apartment
5624,21976563,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1089.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,329,Sentrum,0,100.0,10.0,10.0,10.0,10.0,59.918459999999996,10.73172,10.0,Real Bed,Entire home/apt,flexible,Apartment
5625,21976566,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,976.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,335,Majorstuen,6,87.0,10.0,10.0,9.0,10.0,59.919309999999996,10.733130000000001,9.0,Real Bed,Entire home/apt,flexible,Apartment
5626,21976569,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,976.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,335,Majorstuen,3,87.0,9.0,8.0,8.0,9.0,59.92029,10.73213,8.0,Real Bed,Entire home/apt,flexible,Apartment
5627,21977176,Lys og hyggelig 1-roms med sentral beliggenhet,449.0,2,1.0,0.0,1.0,0.0,0.0,1,0.0,4,60,1,0,Sagene,5,96.0,10.0,10.0,10.0,9.0,59.92945,10.75508,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
5628,21980286,Bedroom in cosy apartm. in best possible location,596.0,5,1.0,1.0,3.0,0.0,0.0,3,100.0,1,60,3,0,Frogner,188,98.0,10.0,10.0,10.0,10.0,59.91251,10.71999,10.0,Real Bed,Private room,flexible,Apartment
5629,21986364,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1952.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,2,1125,1,0,Majorstuen,1,100.0,10.0,10.0,10.0,10.0,59.9191,10.73299,10.0,Real Bed,Entire home/apt,flexible,Apartment
5630,21986365,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,976.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,333,Majorstuen,1,100.0,10.0,10.0,10.0,10.0,59.92015,10.73345,10.0,Real Bed,Entire home/apt,flexible,Apartment
5631,21986367,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,1123.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,3,1125,1,331,Majorstuen,1,60.0,10.0,2.0,8.0,10.0,59.92034,10.73248,6.0,Real Bed,Entire home/apt,flexible,Apartment
5632,21986368,Charming fully furnished apartment in the beautiful classic building next to the Royal Palace and Park. Airport bus stops right outside.,976.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,336,Majorstuen,2,80.0,7.0,10.0,10.0,10.0,59.920230000000004,10.7336,8.0,Real Bed,Entire home/apt,flexible,Apartment
5633,21986481,Central and quiet apartment with 2 separate bedrooms and 4 single beds. Perfect for share!,1080.0,4,2.0,2.0,4.0,0.0,0.0,1,0.0,3,1125,1,70,St. Hanshaugen,0,100.0,10.0,10.0,10.0,10.0,59.921319999999994,10.74117,10.0,Real Bed,Entire home/apt,flexible,Apartment
5634,21986488,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1071.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,331,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.928619999999995,10.721960000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
5635,21986496,Fully renovated and central apartment with 4 separate bedrooms and 8 single beds. Perfect for share!,1952.0,8,2.0,4.0,8.0,0.0,0.0,1,0.0,6,1125,1,0,St. Hanshaugen,1,100.0,10.0,10.0,10.0,8.0,59.91913,10.74055,10.0,Real Bed,Entire home/apt,flexible,Apartment
5636,21986500,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1028.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,332,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.928580000000004,10.72103,10.0,Real Bed,Entire home/apt,flexible,Apartment
5637,21986514,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92827,10.7209,10.0,Real Bed,Entire home/apt,flexible,Apartment
5638,21986563,"Two bedroom apartment in Oslo, Rosenborggate 24",1572.0,4,1.0,2.0,4.0,0.0,0.0,1,0.0,3,1125,1,324,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.9283,10.72705,10.0,Real Bed,Entire home/apt,flexible,Apartment
5639,21986608,"Studio apartment in Oslo, Observatoriegate 15",1952.0,1,1.0,1.0,1.0,0.0,0.0,1,0.0,3,1125,1,0,Frogner,4,87.0,9.0,9.0,9.0,10.0,59.91166,10.7226,9.0,Real Bed,Entire home/apt,flexible,Apartment
5640,21986629,"High quality apartment with high ceiling in a classic beatiful builidng. Central location, close to Aker Bryge. Quick & easy access to the airport.",890.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,9,Frogner,0,100.0,10.0,10.0,10.0,10.0,59.911809999999996,10.72068,10.0,Real Bed,Entire home/apt,flexible,Apartment
5641,21986645,"High quality apartment with high ceiling in a classic beatiful builidng. Central location, close to Aker Bryge. Quick & easy access to the airport.",1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Frogner,0,100.0,10.0,10.0,10.0,10.0,59.91141999999999,10.72183,10.0,Real Bed,Entire home/apt,flexible,Apartment
5642,21986648,"High quality apartment with high ceiling in a classic beatiful builidng. Central location, close to Aker Bryge. Quick & easy access to the airport.",1952.0,1,1.0,1.0,1.0,0.0,0.0,1,0.0,3,1125,1,0,Frogner,1,100.0,10.0,8.0,10.0,8.0,59.91311999999999,10.7223,8.0,Real Bed,Entire home/apt,flexible,Apartment
5643,21986735,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1028.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,2,Majorstuen,1,100.0,10.0,10.0,10.0,10.0,59.92779,10.72212,10.0,Real Bed,Entire home/apt,flexible,Apartment
5644,21986746,"Super central studio apartment in famous Posthallen building, perfect alternative to a hotel.",1045.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,2,1125,1,21,Sentrum,7,83.0,9.0,9.0,9.0,9.0,59.90959,10.746780000000001,9.0,Real Bed,Entire home/apt,flexible,Apartment
5645,21986752,"Super central studio apartment in famous Posthallen building, perfect alternative to a hotel.",1011.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,312,Sentrum,4,90.0,10.0,9.0,10.0,10.0,59.91124,10.747069999999999,9.0,Real Bed,Entire home/apt,flexible,Apartment
5646,21986757,"Super central studio apartment in famous Posthallen building, perfect alternative to a hotel.",1002.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,307,Sentrum,6,83.0,10.0,6.0,7.0,10.0,59.9111,10.74535,8.0,Real Bed,Entire home/apt,flexible,Apartment
5647,21986761,"Super central studio apartment in famous Posthallen building, perfect alternative to a hotel.",994.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,28,Sentrum,0,100.0,10.0,10.0,10.0,10.0,59.91073000000001,10.74515,10.0,Real Bed,Entire home/apt,flexible,Apartment
5648,21986768,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.927130000000005,10.72136,10.0,Real Bed,Entire home/apt,flexible,Apartment
5649,21986771,"Super central studio apartment in famous Posthallen building, perfect alternative to a hotel.",1071.0,4,1.0,1.0,4.0,0.0,0.0,1,0.0,2,1125,1,19,Sentrum,11,87.0,9.0,9.0,9.0,10.0,59.909659999999995,10.746889999999999,9.0,Real Bed,Entire home/apt,flexible,Apartment
5650,21986782,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92881,10.72149,10.0,Real Bed,Entire home/apt,flexible,Apartment
5651,21986798,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.929190000000006,10.721260000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
5652,21986805,Central and quiet apartment with 3 separate bedrooms and 6 single beds. Perfect for share!,1952.0,6,2.0,3.0,6.0,0.0,0.0,1,0.0,7,1125,1,0,St. Hanshaugen,1,100.0,10.0,10.0,10.0,10.0,59.921380000000006,10.73986,10.0,Real Bed,Entire home/apt,flexible,Apartment
5653,21986806,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,2,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92709,10.72198,10.0,Real Bed,Entire home/apt,flexible,Apartment
5654,21988211,"Super central studio apartment in famous Posthallen building, perfect alternative to a hotel.",1002.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,20,Sentrum,1,80.0,10.0,8.0,8.0,10.0,59.90981,10.74536,10.0,Real Bed,Entire home/apt,flexible,Apartment
5655,21988292,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1071.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,2,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.9283,10.72232,10.0,Real Bed,Entire home/apt,flexible,Apartment
5656,21988294,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,968.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Majorstuen,1,80.0,10.0,2.0,4.0,8.0,59.92714,10.722000000000001,6.0,Real Bed,Entire home/apt,flexible,Apartment
5657,21988410,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92779,10.7229,10.0,Real Bed,Entire home/apt,flexible,Apartment
5658,21988411,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.9289,10.722480000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
5659,21988412,Brand new and stylish apartment with a balcony in very central and lively location. Parking garage in the building. Short walk to Frogner park and the Royal Palace.,1952.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92895,10.72235,10.0,Real Bed,Entire home/apt,flexible,Apartment
5660,21988420,Central and quiet apartment with 3 separate bedrooms and 6 single beds. Perfect for share!,1952.0,6,2.0,3.0,6.0,0.0,0.0,1,0.0,3,1125,1,0,St. Hanshaugen,3,93.0,10.0,8.0,10.0,10.0,59.919309999999996,10.74108,9.0,Real Bed,Entire home/apt,flexible,Apartment
5661,21989298,Sonderland Apartments - Trelastgata 27-5 (Sleeps 7 - 2 BR),2203.0,7,1.0,2.0,5.0,4000.0,500.0,1,0.0,1,1125,1,147,Gamle Oslo,9,98.0,10.0,10.0,10.0,10.0,59.9085,10.763060000000001,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
5662,21991678,New Apartment in Oslo´s BEST Location,803.0,3,1.0,1.0,1.0,0.0,0.0,1,0.0,3,1125,1,0,Sentrum,3,87.0,9.0,8.0,9.0,9.0,59.90877,10.720930000000001,9.0,Real Bed,Entire home/apt,flexible,Apartment
5663,21995568,Private smal apartement in the heart of Oslo,1054.0,2,1.0,1.0,1.0,0.0,300.0,1,0.0,3,90,1,173,St. Hanshaugen,5,100.0,10.0,10.0,10.0,10.0,59.926880000000004,10.74765,10.0,Real Bed,Entire home/apt,flexible,Apartment
5664,21998023,One bedroom apartment,803.0,2,1.0,1.0,1.0,0.0,350.0,1,0.0,5,20,1,78,Grünerløkka,2,80.0,6.0,9.0,9.0,10.0,59.92892,10.77462,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
5665,22003587,Cosy and urban apartment in trendy Tøyen,847.0,2,1.0,1.0,1.0,0.0,100.0,1,0.0,2,1125,1,0,Gamle Oslo,6,96.0,10.0,10.0,10.0,9.0,59.911269999999995,10.7769,10.0,Real Bed,Entire home/apt,moderate,Apartment
5666,22009144,"Light, modern apartment with balcony",752.0,6,2.5,3.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Ullern,2,100.0,9.0,10.0,10.0,10.0,59.921690000000005,10.68034,10.0,Real Bed,Entire home/apt,flexible,Townhouse
5667,22013877,1-roms leilighet sentralt på Majorstuen,449.0,2,1.0,0.0,1.0,0.0,250.0,1,0.0,4,30,1,0,Majorstuen,7,91.0,9.0,10.0,10.0,9.0,59.92866,10.71601,9.0,Real Bed,Entire home/apt,moderate,Apartment
5668,22023687,Modern 2-bedroom in cool neighborhood in Oslo,1097.0,4,1.0,2.0,2.0,0.0,300.0,2,300.0,2,1125,2,13,Sagene,5,100.0,10.0,10.0,10.0,10.0,59.93079,10.75412,10.0,Real Bed,Entire home/apt,moderate,Apartment
5669,22040853,Relaxing and cosy apartment,752.0,4,1.0,2.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Sagene,0,100.0,10.0,10.0,10.0,10.0,59.934709999999995,10.77055,10.0,Real Bed,Entire home/apt,flexible,Apartment
5670,22041017,Modern and fully equipped apartment in Oslo,397.0,2,1.0,1.0,1.0,0.0,300.0,1,0.0,2,7,1,14,Gamle Oslo,31,99.0,10.0,10.0,10.0,10.0,59.90371999999999,10.78466,10.0,Real Bed,Entire home/apt,flexible,Condominium
5671,22042992,Nydalen - Studio next to BI and Radisson Hotel,691.0,2,1.0,0.0,1.0,0.0,275.0,1,80.0,1,28,1,304,Grefsen,17,99.0,10.0,10.0,10.0,10.0,59.94953,10.76628,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Condominium
5672,22048284,Cozy apartment close to everything.,829.0,2,1.0,1.0,1.0,10000.0,200.0,1,2360.0,2,60,1,292,Grefsen,3,93.0,9.0,10.0,9.0,9.0,59.94801999999999,10.772839999999999,9.0,Real Bed,Entire home/apt,flexible,Apartment
5673,22055387,"Basement Studio in quiet area, 5 min to city (bus)",389.0,3,1.0,0.0,2.0,0.0,298.0,2,100.0,2,1125,2,238,Nordstrand,62,94.0,9.0,10.0,10.0,9.0,59.88459,10.77037,9.0,Real Bed,Entire home/apt,moderate,Apartment
5674,22057130,"Cozy homestay in Torshov, Oslo ❤️",700.0,2,1.0,0.0,1.0,0.0,0.0,1,0.0,2,1125,1,0,Sagene,0,100.0,10.0,10.0,10.0,10.0,59.93244,10.77005,10.0,Real Bed,Entire home/apt,flexible,Apartment
